#1_id	#2_content	#3_label
TRAIN_16369	حسبي الله خليتها معاقه	jordan
TRAIN_15628	' \ ' ربنا مبيحطش حد في حياة حد بالصدفة \ ' '	lebanon
TRAIN_3992	كل عام وانت بخير بروو ، عسى عامك سعيد يارب	oman
TRAIN_2209	هه من جد يتوب علينا ربنا	ksa
TRAIN_4779	اسامة مافي تحديات جديدة ؟	ksa
TRAIN_13737	عمل فيه مقلب طير قلبه URL	oman
TRAIN_13651	والله ياختي كلامك #درر	ksa
TRAIN_18138	و انت طايب ؟	oman
TRAIN_10821	لا تعاتب أحد ، خلهم يفقدونك	qatar
TRAIN_12056	يب الاتحاد بس	libya
TRAIN_20493	شكرا يا قلبي يخليلي ياكي يا رب	lebanon
TRAIN_15739	انت والبحرين وشعراية من طيز اصغر لاعب عراقي يلاا	iraq
TRAIN_19270	يعني العراقيين متتحملون شقة	iraq
TRAIN_4400	أنا حبيتك وجرحتيني انا صنتك لكن خنتيني	libya
TRAIN_18770	عندك فكره ιن عيونک تفتني وضحكتک تاخذني لبعيد ♡	oman
TRAIN_2162	وجه يقطع الخميرة من البيت	iraq
TRAIN_12541	تراني مستغرب لانه البعض يقولي لازم الجواز ! !	oman
TRAIN_14802	الله يساعدج الفاليوم هو الحل	iraq
TRAIN_3054	حبيبي ي شفيق أنا أحبك أنت وخشمك . URL …	oman
TRAIN_15093	من عيوني اليوم راح وصلك الف	iraq
TRAIN_2152	دي شركة بتجيب الشلل غير لفودافون وريح دماغك هي افضل منها	egypt
TRAIN_18228	انت حر يا اخي مكانش لي قالك انتخب بالسيف عليك . . علاش التخريب	algeria
TRAIN_7523	صرت عادي اشوف أشياء تقهرني واسكت . لأني ادري لو تكلمت م راح القي شي برضيني صرت انهي كلامي طيب لا عادي انا مكتمله بذاتي وان أتي شخص الي حياتي فما هو الا نجم يزين سمائي وان رحل فما اجمل السماء وهي صافيه	sudan
TRAIN_19141	معي الجوال حقي مشي الحال	yemen
TRAIN_2026	اما بالنسبة لقصة صكوك الغفران فهي كانت عملية احتيال على الشعب من قبل الطبقة الحاكمة التي هي نفسهم القساوسة يعني نفس سالفتنا هسا بالعراق رجال الدين داخلين بالسياسة بس الفرق ان ما كان اكو اتباع ولهذا انقرضت هذا الظاهرة وسمو ذلك العصر بالعصور المظلمة حتى لا تنعاد مرة اخرى	iraq
TRAIN_17833	هنجيبه ف شوال	egypt
TRAIN_18012	يسطي مش عاوز اعرفك تاني	jordan
TRAIN_10509	انا لما اذاكر انتقال حرارة يزبط علي مسمى الحمار الطموح	ksa
TRAIN_19407	بكرة اصورك ي قلبي	egypt
TRAIN_11880	هو موجود فعلا . . بس ترا اللقاء قبل 7 أشهر ، شفت الجندي الي التقى بي بلقاء صحفي . . وكذلك التقنية من اجل السلام نشرت	iraq
TRAIN_500	هه مراسل cnn : انباء عن منع محمد البرادعي من السفر الي باريس عقب استقالته	lebanon
TRAIN_4760	والله في واحد اقرب في الوحدة مول الطابق الارضي اخر محل على يدك اليمين	uae
TRAIN_17088	سوي متابعه لي	ksa
TRAIN_14115	#الدخان_الجديد_مغشوش27 من يعطينا حساب هالشنب كلنا نتابعه وربي انه برد خاطر كل مدخن . URL	iraq
TRAIN_17666	راح يكون ضيف في البرايم النهائي	algeria
TRAIN_15092	أنا فيني وأنا فيني وأنا فيني ترى حتى بأنا فيني الشعور يدور	uae
TRAIN_11208	سليمان اخويا فتويته USER URL …	palestine
TRAIN_4361	مذاكرتي على اللابتوب واهلي خذوه يشوفون مسلسل فرحت اشوف معهم	ksa
TRAIN_19953	لا بس انا روحت الأول و بس بقا عشان ندمانة انى روحت اصلا	egypt
TRAIN_255	البنت من دول الواد #يخونها تفضل تلعن وتشتم #الشباب كلها طب يبنت الكلب انا مالي انا كنت في #الحمام : D	egypt
TRAIN_5501	شوفااو شوفااوو . . تذكرته في الصباح فقط حين كتبت تغريدة . . سبحان الله USER	algeria
TRAIN_9738	اي غير يوم تاجلت شوي	iraq
TRAIN_20394	وين رونالدو سيد التنانين وافضل لاعب في المجرة	libya
TRAIN_10376	قولي لهم يكتبوا لي حته اني ) :	oman
TRAIN_11771	كان لك معايا اجمل حكاية في العمر كله #صباحكم_طيب_جميعا URL …	libya
TRAIN_13846	ارض زيكولا زوينة ولكن حتى كاتعمقي شوية في القصة عاد اتعجبك اكثر	morocco
TRAIN_9256	صااح الشاطر حسسن صاح خلاص طلبناك ياالبكيري	ksa
TRAIN_13344	شلكوه اكثر ماهو متشلك	tunisia
TRAIN_5378	إي ويلا . . سوريا طلعي برا . . #حرية..سيادة..إستقلال.. #ما بدنا جيش بلبنان . . إلا الجيش اللبناني USER URL …	lebanon
TRAIN_6061	' دليل واضح و واقعي ان مش كل حاجه بتنطفي . . مهما عدى عليها وقت . \ ' : ) ) She's shining . . URL '	egypt
TRAIN_8018	الوقت مش بيعدي ليه	egypt
TRAIN_12059	هاذ اليامات كاين زوج مجموعات في #الجزائر مجموعة نوفمبرية باديسية و مجموعة الحراك الفرشيطي في زوج عندهم أوجه تشابه كبيرة منها : _ سيكتب التاريخ ان جزءا من الشعب حاول تحرير جزءا آخر من العبودية ولكن القابلية للاستعمار كان أقوى 1 / 2	algeria
TRAIN_3750	سؤال منو يصور بصف اول ابتدائي ؟ ! URL …	iraq
TRAIN_5796	ايوه بقي سلمت المشروع	morocco
TRAIN_15356	درر يا بو حسان	ksa
TRAIN_9414	نحن مجرمين زنادقة ايكفروا في الناس كنا انقولوا عليهم مظلومين وامعمر مجرم اللي اودعهم السجن فما بالك لو سجن واحد سارق منشاة ذهب او شركية تيبستي او سوق عام تتخيل ايش كان ايقول الشعب الليبي على امعمر لو اعدمهم , , اكيد كنا انققولوا عليه مجرم وحقير وما ايخاف ربي , , هذا حال الشعب الليبي	libya
TRAIN_8112	ربي يسعدك عراسي والله يا دانا	palestine
TRAIN_10390	ما كانحملومشي هه	morocco
TRAIN_753	علاقتي بولاد عمي سطحية جدا وضعيفة ، بس عندي ولاد خالات من افخم افخم ما يمكن والله	palestine
TRAIN_4451	نفسي دلوقتي في ساندوتش شاورما أوي	egypt
TRAIN_10796	ااه لحسن النفسيه جميله	egypt
TRAIN_7514	لا روحي الجمعيه وردي البيت	kuwait
TRAIN_3733	USER وإنت يوم انك تنبش بأكاونتي الساعة ٥ الصبح وتكلم الناس منشن شعندك ؟ ! ! وفر نصايحك لنفسك أبرك لك .	kuwait
TRAIN_10473	غا توكل علا الله وتزوج راه غنعونوك . . في الاخير تيجيبو ليك هادو . . URL	morocco
TRAIN_20003	موقفه حجوزات لفتره شوي طويله لو رجعت بعطيكم خبر انتظروني	ksa
TRAIN_14675	#تجافيني ! و آنه #أغفرلك وأگول العشگ ع #النيه	iraq
TRAIN_6635	هه هوا أخر أسبوع نرقد فيك هكي حرام عليك	libya
TRAIN_18315	قولهم يامتعب قولهم يلتريكه	jordan
TRAIN_8257	ياخي بس رونالدو جاب الدوري لليوفي وكان مساهم كبير	yemen
TRAIN_1081	حجاب و Cutting ازاي يا فاجره	syria
TRAIN_7650	أني خايف يكون ورق المراحيض ( مع احترامي للدستور )	algeria
TRAIN_10758	باين انه من منظمة العداله هه كم مرتزق واقفين ومن اشكالهم معروفين من وين مشكله اذا تكذب وتصدق الكذبه خخ	uae
TRAIN_18806	كل سنة و انت طيب ي بيومي	egypt
TRAIN_5101	الله يسعدك ياوزير العمل مثل ماعطيتنا اجازة	ksa
TRAIN_19825	شوكو المعلم موهر ولد عمي URL	tunisia
TRAIN_8482	يوه يوه ، تبي الصدق غصبن عنهم بيركزو شي اكل	oman
TRAIN_17459	لو شوفتو الاكس هتتأكدوا من كلامي والله كنت جابره بخاطره والله	egypt
TRAIN_7534	طيب وجبهة نهم كيف تفسر الوضع سنتين وهم محلك سر ؟	yemen
TRAIN_1255	ربي يجيب الخير	algeria
TRAIN_20506	بكرة الايام تبين مين قاسى ومين حنين URL …	palestine
TRAIN_20991	كتتحتم . عليك اديني معاك	algeria
TRAIN_12686	ليا اربع ايام نوعى الساعه 8 : 47 ! ! It became so creepy	libya
TRAIN_6525	الصداع مداوم معي اليوم : )	ksa
TRAIN_472	بعذرك ع الرد البارد،واعذرني اذا تغيرت . .	ksa
TRAIN_16213	اكرهه وقت تطلع لي	egypt
TRAIN_538	الله ايبارك العقبالنا في الزاويه	libya
TRAIN_5836	احح كذا تغريني اكثر	tunisia
TRAIN_12733	واليوم ودي أغني للسما حتى أنا يا سما عندي قمر	ksa
TRAIN_20700	يابختكم عندكم بنت أخت مثلي #اليوم_العالمي_للخاله	ksa
TRAIN_12947	اي بكرة منشوف الرجل بالمتحف	lebanon
TRAIN_9622	نفسي اشرب والله بس مكسله اقوم من تحت البطانيه	egypt
TRAIN_12031	اييهه وشفت دخانه الله يحفظنا ويرد كيدهم في نحورهم	ksa
TRAIN_19272	كيف عايشين نش عارف بيه مرة جربت كندرة رجاليا فيها كعب عالي شوية زي موضة زمان ، حسيت ظهري يوجع وقتي	libya
TRAIN_13331	وأناا والله بددي URL …	palestine
TRAIN_6908	العامل دا ممكن يدخل الجنه ويكون اقرب الي الله منك URL …	egypt
TRAIN_3988	هو شنو السجن #زرق_ورق URL …	iraq
TRAIN_1535	_ إكرام هل ابوك نجار ؟ _ لا لماذا ، ! لأنك جاية كونطر بلاكي . . #no_effense	algeria
TRAIN_13524	تتعب وتشتغل عشيئ بتحبوو . . #حلو_اليوم_لما	syria
TRAIN_17108	بعدين وجهي كلامك لناس ما نزلو . . أنا ورفقاتي ضميرنا مرتاح لأن نزلت ضد التوتر العالي بالمنصورية وضد فساد النفايات وأكلناها بالقنابل المسيلة للدموع وبالمي بوقت غيرنا كان بعدو بالحكومة ومتردد ورمادي ونزلت ضد المحارق ونزلنا ضد الضرائب . .	lebanon
TRAIN_4756	وهو شات البارح ؟ !	ksa
TRAIN_17272	فديت راسك يالغالي	ksa
TRAIN_12944	اهلا بالحب وحشتيني	syria
TRAIN_17465	لا بالنسبه لكي بس فكره ' مع الجميع '	egypt
TRAIN_7970	ده لسه الساعة واحدة هو انا لحقت URL	egypt
TRAIN_20154	طبعا انو خارج قوس ميحتاج هالسؤال	iraq
TRAIN_8401	هه عنجد عرفو الناسات ع مين يتكلو	jordan
TRAIN_6023	ايه ي عم الجول ده يخربيت امك ي كودجا	egypt
TRAIN_20851	وواخ ريفنا واجد راه	libya
TRAIN_15926	فكرة أنك تكتم جواك وماتتكلمش مع حد دي صعبة أووي كأنك شايل جبال علي قلبك ولما حد يجي يسألك مالك تقوله . . أنا كويس	egypt
TRAIN_3376	اي ترا شايف الصورة الساعة ١٢ بالليل كنت بأقصى درجات الجوع	syria
TRAIN_6782	في هذي اتفق معك وايضا في الطريق وانته رايح مسقط اغنام عند الحواجز وبكثره بعد	oman
TRAIN_13914	' لقد كان عاما مليئا ب \ ' ها CV ديالك عندنا سير حتى نعيطوا ليك \ ' '	algeria
TRAIN_1524	قولي يناسيني امتي هتجيني و اخدك ف احضاني و تحس بحنيني ؟ URL …	egypt
TRAIN_3419	ننتقل للجواب الطبيعي ، بخليه يجيب أهلي معو	syria
TRAIN_10764	مساء الورد . . بشرنا الله يبشرك	oman
TRAIN_5522	ودي اسجل بس العتب على النظر أقل من6 / 6 للعين اليمنى	oman
TRAIN_17284	لا حول ولا قوة الا بالله مثقل دمك	ksa
TRAIN_20873	إللي بقلبي يختلف عن كلامي ماكل كيف الحال . . قصدي به الحال احيان كيفك ؟ تعني القلب ضامي واحيان وينك ؟ تعني البعد قتال	bahrain
TRAIN_4094	اضحك واتبسط مهى كده كده خربانه	oman
TRAIN_18652	نعنجد ندعي على روحي بالموت مهما كانت الاسباب^^	libya
TRAIN_11939	الموضوع ده حقيقي ومحزن ومقلق ومرعب وكل حاجه : ' ) URL …	egypt
TRAIN_5714	ضعف عام بس الافضل شغلي vpn 1 . 1	iraq
TRAIN_6634	ايه ده ايه المجمتع ده	egypt
TRAIN_19839	خاب ما تسكت	iraq
TRAIN_14467	لانقانها ظحكه اومقلب	libya
TRAIN_13247	والله انا م ألومك	egypt
TRAIN_14069	سلامتك … ربي يهنيك ويجيب الخير ان شاء الله	algeria
